loss: 9.6064 | epoch: 52/30000 | score: 41 | time left: 1 day, 17:08:38 | avg_q: 1.6987 | epsilon: 0.1 | reward: -86 | avg time per epoch: 0:00:04 | time elapsed: 0:04:17 | 
loss: 0.2820 | epoch: 53/30000 | score: 41 | time left: 1 day, 17:07:53 | avg_q: 1.6182 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:04 | time elapsed: 0:04:22 | 
loss: 3.4709 | epoch: 54/30000 | score: 41 | time left: 1 day, 17:06:49 | avg_q: 1.5827 | epsilon: 0.1 | reward: -86 | avg time per epoch: 0:00:04 | time elapsed: 0:04:26 | 
loss: 12.8474 | epoch: 55/30000 | score: 41 | time left: 1 day, 17:05:46 | avg_q: 1.5699 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:04 | time elapsed: 0:04:31 | 
loss: 9.7396 | epoch: 56/30000 | score: 41 | time left: 1 day, 17:04:56 | avg_q: 1.5790 | epsilon: 0.1 | reward: -86 | avg time per epoch: 0:00:04 | time elapsed: 0:04:36 | 
loss: 9.7902 | epoch: 57/30000 | score: 41 | time left: 1 day, 17:04:09 | avg_q: 1.6119 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:04 | time elapsed: 0:04:41 | 
loss: 6.6675 | epoch: 58/30000 | score: 41 | time left: 1 day, 17:03:01 | avg_q: 1.6730 | epsilon: 0.1 | reward: -86 | avg time per epoch: 0:00:04 | time elapsed: 0:04:46 | 
loss: 15.8722 | epoch: 59/30000 | score: 41 | time left: 1 day, 17:02:06 | avg_q: 1.7307 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:04 | time elapsed: 0:04:51 | 
loss: 3.3211 | epoch: 60/30000 | score: 41 | time left: 1 day, 17:01:18 | avg_q: 1.7995 | epsilon: 0.1 | reward: -88 | avg time per epoch: 0:00:04 | time elapsed: 0:04:55 | 
loss: 7.0895 | epoch: 61/30000 | score: 57 | time left: 1 day, 17:14:07 | avg_q: 1.9489 | epsilon: 0.1 | reward: -79 | avg time per epoch: 0:00:04 | time elapsed: 0:05:02 | 
loss: 3.8775 | epoch: 62/30000 | score: 41 | time left: 1 day, 17:15:46 | avg_q: 2.1728 | epsilon: 0.1 | reward: -86 | avg time per epoch: 0:00:04 | time elapsed: 0:05:07 | 
loss: 0.6112 | epoch: 63/30000 | score: 41 | time left: 1 day, 17:14:47 | avg_q: 2.4441 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:04 | time elapsed: 0:05:12 | 
loss: 9.6855 | epoch: 64/30000 | score: 41 | time left: 1 day, 17:13:40 | avg_q: 2.7230 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:04 | time elapsed: 0:05:17 | 
loss: 12.9187 | epoch: 65/30000 | score: 41 | time left: 1 day, 17:12:41 | avg_q: 2.9307 | epsilon: 0.1 | reward: -86 | avg time per epoch: 0:00:04 | time elapsed: 0:05:22 | 
loss: 13.0522 | epoch: 66/30000 | score: 41 | time left: 1 day, 17:11:56 | avg_q: 2.9771 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:04 | time elapsed: 0:05:27 | 
loss: 6.7975 | epoch: 67/30000 | score: 41 | time left: 1 day, 17:10:49 | avg_q: 2.8826 | epsilon: 0.1 | reward: -88 | avg time per epoch: 0:00:04 | time elapsed: 0:05:31 | 
loss: 9.7935 | epoch: 68/30000 | score: 41 | time left: 1 day, 17:10:04 | avg_q: 2.7093 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:04 | time elapsed: 0:05:36 | 
loss: 6.6989 | epoch: 69/30000 | score: 41 | time left: 1 day, 17:09:11 | avg_q: 2.4588 | epsilon: 0.1 | reward: -86 | avg time per epoch: 0:00:04 | time elapsed: 0:05:41 | 
loss: 9.6493 | epoch: 70/30000 | score: 49 | time left: 1 day, 17:13:44 | avg_q: 2.2233 | epsilon: 0.1 | reward: -81 | avg time per epoch: 0:00:04 | time elapsed: 0:05:47 | 
loss: 3.4966 | epoch: 71/30000 | score: 41 | time left: 1 day, 17:12:55 | avg_q: 2.0640 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:04 | time elapsed: 0:05:51 | 
loss: 3.5743 | epoch: 72/30000 | score: 41 | time left: 1 day, 17:14:14 | avg_q: 1.9774 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:04 | time elapsed: 0:05:57 | 
loss: 3.6637 | epoch: 73/30000 | score: 41 | time left: 1 day, 17:13:27 | avg_q: 1.9823 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:04 | time elapsed: 0:06:01 | 
loss: 3.6541 | epoch: 74/30000 | score: 41 | time left: 1 day, 17:12:37 | avg_q: 2.0504 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:04 | time elapsed: 0:06:06 | 
loss: 3.5021 | epoch: 75/30000 | score: 41 | time left: 1 day, 17:11:49 | avg_q: 2.1586 | epsilon: 0.1 | reward: -86 | avg time per epoch: 0:00:04 | time elapsed: 0:06:11 | 
loss: 9.6983 | epoch: 76/30000 | score: 41 | time left: 1 day, 17:11:04 | avg_q: 2.2818 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:04 | time elapsed: 0:06:16 | 
loss: 6.3144 | epoch: 77/30000 | score: 41 | time left: 1 day, 17:10:12 | avg_q: 2.4049 | epsilon: 0.1 | reward: -86 | avg time per epoch: 0:00:04 | time elapsed: 0:06:21 | 
loss: 6.3554 | epoch: 78/30000 | score: 42 | time left: 1 day, 17:09:24 | avg_q: 2.5161 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:04 | time elapsed: 0:06:26 | 
loss: 15.7332 | epoch: 79/30000 | score: 41 | time left: 1 day, 17:08:39 | avg_q: 2.5678 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:04 | time elapsed: 0:06:31 | 
loss: 3.3710 | epoch: 80/30000 | score: 41 | time left: 1 day, 17:07:54 | avg_q: 2.5684 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:04 | time elapsed: 0:06:35 | 
loss: 3.7706 | epoch: 81/30000 | score: 67 | time left: 1 day, 17:23:41 | avg_q: 2.6916 | epsilon: 0.1 | reward: -72 | avg time per epoch: 0:00:04 | time elapsed: 0:06:43 | 
loss: 13.0760 | epoch: 82/30000 | score: 41 | time left: 1 day, 17:24:46 | avg_q: 2.8554 | epsilon: 0.1 | reward: -86 | avg time per epoch: 0:00:04 | time elapsed: 0:06:48 | 
loss: 6.8553 | epoch: 83/30000 | score: 41 | time left: 1 day, 17:24:04 | avg_q: 3.0250 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:04 | time elapsed: 0:06:53 | 
loss: 15.8890 | epoch: 84/30000 | score: 42 | time left: 1 day, 17:23:59 | avg_q: 3.1775 | epsilon: 0.1 | reward: -87 | avg time per epoch: 0:00:04 | time elapsed: 0:06:58 | 
loss: 9.5618 | epoch: 85/30000 | score: 50 | time left: 1 day, 17:28:35 | avg_q: 3.2784 | epsilon: 0.1 | reward: -82 | avg time per epoch: 0:00:04 | time elapsed: 0:07:04 | 
loss: 16.0753 | epoch: 86/30000 | score: 60 | time left: 1 day, 17:39:54 | avg_q: 3.2602 | epsilon: 0.1 | reward: -80 | avg time per epoch: 0:00:05 | time elapsed: 0:07:11 | 
loss: 9.8509 | epoch: 87/30000 | score: 50 | time left: 1 day, 17:43:57 | avg_q: 3.1497 | epsilon: 0.1 | reward: -80 | avg time per epoch: 0:00:05 | time elapsed: 0:07:16 | 
loss: 3.6001 | epoch: 88/30000 | score: 51 | time left: 1 day, 17:48:44 | avg_q: 2.9894 | epsilon: 0.1 | reward: -79 | avg time per epoch: 0:00:05 | time elapsed: 0:07:22 | 
loss: 0.3673 | epoch: 89/30000 | score: 41 | time left: 1 day, 17:47:35 | avg_q: 2.8485 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:05 | time elapsed: 0:07:27 | 
loss: 9.6239 | epoch: 90/30000 | score: 41 | time left: 1 day, 17:46:27 | avg_q: 2.7152 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:05 | time elapsed: 0:07:32 | 
loss: 3.4946 | epoch: 91/30000 | score: 51 | time left: 1 day, 17:51:03 | avg_q: 2.6661 | epsilon: 0.1 | reward: -79 | avg time per epoch: 0:00:05 | time elapsed: 0:07:38 | 
loss: 15.6082 | epoch: 92/30000 | score: 41 | time left: 1 day, 17:51:38 | avg_q: 2.6499 | epsilon: 0.1 | reward: -88 | avg time per epoch: 0:00:05 | time elapsed: 0:07:43 | 
loss: 3.7449 | epoch: 93/30000 | score: 85 | time left: 1 day, 18:15:19 | avg_q: 2.7379 | epsilon: 0.1 | reward: -67 | avg time per epoch: 0:00:05 | time elapsed: 0:07:53 | 
loss: 6.7730 | epoch: 94/30000 | score: 56 | time left: 1 day, 18:22:48 | avg_q: 2.8554 | epsilon: 0.1 | reward: -77 | avg time per epoch: 0:00:05 | time elapsed: 0:07:59 | 
loss: 9.7442 | epoch: 95/30000 | score: 57 | time left: 1 day, 18:29:59 | avg_q: 2.9707 | epsilon: 0.1 | reward: -77 | avg time per epoch: 0:00:05 | time elapsed: 0:08:06 | 
loss: 6.4036 | epoch: 96/30000 | score: 71 | time left: 1 day, 18:44:43 | avg_q: 3.0587 | epsilon: 0.1 | reward: -73 | avg time per epoch: 0:00:05 | time elapsed: 0:08:13 | 
loss: 15.4386 | epoch: 97/30000 | score: 41 | time left: 1 day, 18:43:00 | avg_q: 3.0599 | epsilon: 0.1 | reward: -84 | avg time per epoch: 0:00:05 | time elapsed: 0:08:18 | 
loss: 12.7121 | epoch: 98/30000 | score: 83 | time left: 1 day, 19:03:28 | avg_q: 2.9726 | epsilon: 0.1 | reward: -69 | avg time per epoch: 0:00:05 | time elapsed: 0:08:28 | 
