loss: No train | epoch: 1/20000 | score: 51 | time left: 23:49:02 | avg_q: 0.0182 | epsilon: 1.0 | reward: -89 | avg time per epoch: 0:00:04 | time elapsed: 0:00:04 | 
loss: 1.8817 | epoch: 5756/20000 | score: 191 | time left: 2 days, 1:50:02 | avg_q: 37.6081 | epsilon: 0.05 | reward: 1 | avg time per epoch: 0:00:12 | time elapsed: 20:08:11 | 
loss: 3.0331 | epoch: 5757/20000 | score: 446 | time left: 2 days, 1:51:01 | avg_q: 40.2476 | epsilon: 0.05 | reward: 124 | avg time per epoch: 0:00:12 | time elapsed: 20:08:53 | 
loss: 0.6498 | epoch: 5758/20000 | score: 96 | time left: 2 days, 1:50:43 | avg_q: 40.0065 | epsilon: 0.05 | reward: -49 | avg time per epoch: 0:00:12 | time elapsed: 20:09:03 | 
loss: 0.6842 | epoch: 5759/20000 | score: 213 | time left: 2 days, 1:50:53 | avg_q: 40.6663 | epsilon: 0.05 | reward: 15 | avg time per epoch: 0:00:12 | time elapsed: 20:09:25 | 
loss: 5.1825 | epoch: 5760/20000 | score: 187 | time left: 2 days, 1:50:57 | avg_q: 39.5498 | epsilon: 0.05 | reward: 1 | avg time per epoch: 0:00:12 | time elapsed: 20:09:44 | 
loss: 0.6912 | epoch: 5761/20000 | score: 189 | time left: 2 days, 1:51:02 | avg_q: 41.3573 | epsilon: 0.05 | reward: 0 | avg time per epoch: 0:00:12 | time elapsed: 20:10:04 | 
loss: 1.4047 | epoch: 5762/20000 | score: 151 | time left: 2 days, 1:50:59 | avg_q: 37.7865 | epsilon: 0.05 | reward: -16 | avg time per epoch: 0:00:12 | time elapsed: 20:10:20 | 
loss: 2.3937 | epoch: 5763/20000 | score: 305 | time left: 2 days, 1:51:29 | avg_q: 39.6863 | epsilon: 0.05 | reward: 59 | avg time per epoch: 0:00:12 | time elapsed: 20:10:50 | 
loss: 0.9645 | epoch: 5764/20000 | score: 122 | time left: 2 days, 1:51:17 | avg_q: 40.8504 | epsilon: 0.05 | reward: -36 | avg time per epoch: 0:00:12 | time elapsed: 20:11:03 | 
loss: 1.0754 | epoch: 5765/20000 | score: 87 | time left: 2 days, 1:50:57 | avg_q: 37.7420 | epsilon: 0.05 | reward: -56 | avg time per epoch: 0:00:12 | time elapsed: 20:11:13 | 
loss: 6.3956 | epoch: 5766/20000 | score: 175 | time left: 2 days, 1:50:58 | avg_q: 39.7985 | epsilon: 0.05 | reward: -9 | avg time per epoch: 0:00:12 | time elapsed: 20:11:31 | 
loss: 0.5026 | epoch: 5767/20000 | score: 315 | time left: 2 days, 1:51:30 | avg_q: 40.0551 | epsilon: 0.05 | reward: 65 | avg time per epoch: 0:00:12 | time elapsed: 20:12:01 | 
loss: 4.7577 | epoch: 5768/20000 | score: 181 | time left: 2 days, 1:51:33 | avg_q: 39.6890 | epsilon: 0.05 | reward: -6 | avg time per epoch: 0:00:12 | time elapsed: 20:12:20 | 
loss: 4.9286 | epoch: 5769/20000 | score: 186 | time left: 2 days, 1:51:36 | avg_q: 40.3999 | epsilon: 0.05 | reward: 0 | avg time per epoch: 0:00:12 | time elapsed: 20:12:39 | 
loss: 0.7670 | epoch: 5770/20000 | score: 276 | time left: 2 days, 1:52:00 | avg_q: 39.4571 | epsilon: 0.05 | reward: 44 | avg time per epoch: 0:00:12 | time elapsed: 20:13:07 | 
loss: 0.7984 | epoch: 5771/20000 | score: 183 | time left: 2 days, 1:52:03 | avg_q: 41.9216 | epsilon: 0.05 | reward: -5 | avg time per epoch: 0:00:12 | time elapsed: 20:13:26 | 
loss: 2.1799 | epoch: 5772/20000 | score: 52 | time left: 2 days, 1:51:34 | avg_q: 38.8340 | epsilon: 0.05 | reward: -75 | avg time per epoch: 0:00:12 | time elapsed: 20:13:32 | 
loss: 1.3527 | epoch: 5773/20000 | score: 101 | time left: 2 days, 1:51:18 | avg_q: 40.8808 | epsilon: 0.05 | reward: -47 | avg time per epoch: 0:00:12 | time elapsed: 20:13:43 | 
loss: 0.9435 | epoch: 5774/20000 | score: 139 | time left: 2 days, 1:51:10 | avg_q: 38.5856 | epsilon: 0.05 | reward: -26 | avg time per epoch: 0:00:12 | time elapsed: 20:13:57 | 
loss: 1.5590 | epoch: 5775/20000 | score: 220 | time left: 2 days, 1:51:22 | avg_q: 41.7666 | epsilon: 0.05 | reward: 18 | avg time per epoch: 0:00:12 | time elapsed: 20:14:20 | 
loss: 2.2336 | epoch: 5776/20000 | score: 392 | time left: 2 days, 1:52:10 | avg_q: 38.5549 | epsilon: 0.05 | reward: 101 | avg time per epoch: 0:00:12 | time elapsed: 20:14:57 | 
loss: 1.3914 | epoch: 5777/20000 | score: 43 | time left: 2 days, 1:51:38 | avg_q: 40.4710 | epsilon: 0.05 | reward: -83 | avg time per epoch: 0:00:12 | time elapsed: 20:15:02 | 
loss: 4.9581 | epoch: 5778/20000 | score: 138 | time left: 2 days, 1:51:31 | avg_q: 39.5476 | epsilon: 0.05 | reward: -29 | avg time per epoch: 0:00:12 | time elapsed: 20:15:17 | 
loss: 0.7616 | epoch: 5779/20000 | score: 43 | time left: 2 days, 1:51:00 | avg_q: 39.9626 | epsilon: 0.05 | reward: -82 | avg time per epoch: 0:00:12 | time elapsed: 20:15:22 | 
loss: 0.6047 | epoch: 5780/20000 | score: 275 | time left: 2 days, 1:51:23 | avg_q: 39.8629 | epsilon: 0.05 | reward: 41 | avg time per epoch: 0:00:12 | time elapsed: 20:15:49 | 
loss: 4.6086 | epoch: 5781/20000 | score: 87 | time left: 2 days, 1:51:03 | avg_q: 40.3485 | epsilon: 0.05 | reward: -54 | avg time per epoch: 0:00:12 | time elapsed: 20:15:59 | 
loss: 5.0838 | epoch: 5782/20000 | score: 317 | time left: 2 days, 1:51:36 | avg_q: 40.4581 | epsilon: 0.05 | reward: 66 | avg time per epoch: 0:00:12 | time elapsed: 20:16:30 | 
loss: 4.7309 | epoch: 5783/20000 | score: 351 | time left: 2 days, 1:52:15 | avg_q: 40.2681 | epsilon: 0.05 | reward: 84 | avg time per epoch: 0:00:12 | time elapsed: 20:17:03 | 
loss: 4.8145 | epoch: 5784/20000 | score: 232 | time left: 2 days, 1:52:29 | avg_q: 40.1194 | epsilon: 0.05 | reward: 20 | avg time per epoch: 0:00:12 | time elapsed: 20:17:27 | 
loss: 4.6715 | epoch: 5785/20000 | score: 93 | time left: 2 days, 1:52:10 | avg_q: 40.8210 | epsilon: 0.05 | reward: -52 | avg time per epoch: 0:00:12 | time elapsed: 20:17:37 | 
loss: 0.7266 | epoch: 5786/20000 | score: 42 | time left: 2 days, 1:51:39 | avg_q: 39.4992 | epsilon: 0.05 | reward: -83 | avg time per epoch: 0:00:12 | time elapsed: 20:17:42 | 
loss: 8.8993 | epoch: 5787/20000 | score: 225 | time left: 2 days, 1:51:51 | avg_q: 40.6378 | epsilon: 0.05 | reward: 18 | avg time per epoch: 0:00:12 | time elapsed: 20:18:05 | 
loss: 0.6044 | epoch: 5788/20000 | score: 185 | time left: 2 days, 1:51:55 | avg_q: 39.9830 | epsilon: 0.05 | reward: -3 | avg time per epoch: 0:00:12 | time elapsed: 20:18:24 | 
loss: 4.5028 | epoch: 5789/20000 | score: 142 | time left: 2 days, 1:51:48 | avg_q: 41.1275 | epsilon: 0.05 | reward: -25 | avg time per epoch: 0:00:12 | time elapsed: 20:18:39 | 
loss: 5.0704 | epoch: 5790/20000 | score: 229 | time left: 2 days, 1:52:02 | avg_q: 38.6810 | epsilon: 0.05 | reward: 17 | avg time per epoch: 0:00:12 | time elapsed: 20:19:02 | 
loss: 0.6432 | epoch: 5791/20000 | score: 58 | time left: 2 days, 1:51:34 | avg_q: 39.5518 | epsilon: 0.05 | reward: -73 | avg time per epoch: 0:00:12 | time elapsed: 20:19:09 | 
loss: 0.6680 | epoch: 5792/20000 | score: 189 | time left: 2 days, 1:51:38 | avg_q: 37.9071 | epsilon: 0.05 | reward: 0 | avg time per epoch: 0:00:12 | time elapsed: 20:19:28 | 
loss: 1.4440 | epoch: 5793/20000 | score: 173 | time left: 2 days, 1:51:39 | avg_q: 42.1637 | epsilon: 0.05 | reward: -9 | avg time per epoch: 0:00:12 | time elapsed: 20:19:46 | 
loss: 3.1471 | epoch: 5794/20000 | score: 157 | time left: 2 days, 1:51:36 | avg_q: 37.9131 | epsilon: 0.05 | reward: -17 | avg time per epoch: 0:00:12 | time elapsed: 20:20:03 | 
loss: 1.4581 | epoch: 5795/20000 | score: 230 | time left: 2 days, 1:51:50 | avg_q: 39.0958 | epsilon: 0.05 | reward: 22 | avg time per epoch: 0:00:12 | time elapsed: 20:20:26 | 
loss: 0.6109 | epoch: 5796/20000 | score: 95 | time left: 2 days, 1:51:32 | avg_q: 39.4173 | epsilon: 0.05 | reward: -49 | avg time per epoch: 0:00:12 | time elapsed: 20:20:37 | 
loss: 0.7759 | epoch: 5797/20000 | score: 235 | time left: 2 days, 1:51:46 | avg_q: 38.1873 | epsilon: 0.05 | reward: 19 | avg time per epoch: 0:00:12 | time elapsed: 20:21:01 | 
loss: 0.8962 | epoch: 5798/20000 | score: 312 | time left: 2 days, 1:52:17 | avg_q: 39.2580 | epsilon: 0.05 | reward: 56 | avg time per epoch: 0:00:12 | time elapsed: 20:21:31 | 
loss: 0.5939 | epoch: 5799/20000 | score: 276 | time left: 2 days, 1:52:41 | avg_q: 38.8615 | epsilon: 0.05 | reward: 43 | avg time per epoch: 0:00:12 | time elapsed: 20:21:59 | 
loss: 0.5065 | epoch: 5800/20000 | score: 260 | time left: 2 days, 1:53:01 | avg_q: 39.9137 | epsilon: 0.05 | reward: 38 | avg time per epoch: 0:00:12 | time elapsed: 20:22:24 | 
loss: 0.5461 | epoch: 5801/20000 | score: 245 | time left: 2 days, 1:53:17 | avg_q: 41.4690 | epsilon: 0.05 | reward: 28 | avg time per epoch: 0:00:12 | time elapsed: 20:22:49 | 
loss: 1.4803 | epoch: 5802/20000 | score: 212 | time left: 2 days, 1:53:28 | avg_q: 39.2267 | epsilon: 0.05 | reward: 15 | avg time per epoch: 0:00:12 | time elapsed: 20:23:11 | 
loss: 5.2503 | epoch: 5803/20000 | score: 88 | time left: 2 days, 1:53:08 | avg_q: 41.6058 | epsilon: 0.05 | reward: -53 | avg time per epoch: 0:00:12 | time elapsed: 20:23:21 | 
loss: 1.5375 | epoch: 5804/20000 | score: 194 | time left: 2 days, 1:53:13 | avg_q: 38.1026 | epsilon: 0.05 | reward: 1 | avg time per epoch: 0:00:12 | time elapsed: 20:23:41 | 
loss: 2.3218 | epoch: 5805/20000 | score: 155 | time left: 2 days, 1:53:10 | avg_q: 40.3090 | epsilon: 0.05 | reward: -17 | avg time per epoch: 0:00:12 | time elapsed: 20:23:57 | 
loss: 0.4221 | epoch: 5806/20000 | score: 136 | time left: 2 days, 1:53:01 | avg_q: 40.2875 | epsilon: 0.05 | reward: -28 | avg time per epoch: 0:00:12 | time elapsed: 20:24:11 | 
loss: 0.5986 | epoch: 5807/20000 | score: 235 | time left: 2 days, 1:53:16 | avg_q: 40.1795 | epsilon: 0.05 | reward: 22 | avg time per epoch: 0:00:12 | time elapsed: 20:24:35 | 
loss: 0.6057 | epoch: 5808/20000 | score: 42 | time left: 2 days, 1:52:44 | avg_q: 41.0081 | epsilon: 0.05 | reward: -83 | avg time per epoch: 0:00:12 | time elapsed: 20:24:40 | 
loss: 0.9146 | epoch: 5809/20000 | score: 159 | time left: 2 days, 1:52:42 | avg_q: 38.2979 | epsilon: 0.05 | reward: -16 | avg time per epoch: 0:00:12 | time elapsed: 20:24:57 | 
loss: 2.0335 | epoch: 5810/20000 | score: 51 | time left: 2 days, 1:52:12 | avg_q: 40.5245 | epsilon: 0.05 | reward: -77 | avg time per epoch: 0:00:12 | time elapsed: 20:25:03 | 
loss: 5.1719 | epoch: 5811/20000 | score: 58 | time left: 2 days, 1:51:45 | avg_q: 41.3898 | epsilon: 0.05 | reward: -73 | avg time per epoch: 0:00:12 | time elapsed: 20:25:09 | 
loss: 4.7855 | epoch: 5812/20000 | score: 170 | time left: 2 days, 1:51:45 | avg_q: 39.5963 | epsilon: 0.05 | reward: -12 | avg time per epoch: 0:00:12 | time elapsed: 20:25:27 | 
loss: 1.3523 | epoch: 5813/20000 | score: 190 | time left: 2 days, 1:51:49 | avg_q: 42.8091 | epsilon: 0.05 | reward: 0 | avg time per epoch: 0:00:12 | time elapsed: 20:25:47 | 
loss: 2.4235 | epoch: 5814/20000 | score: 77 | time left: 2 days, 1:51:27 | avg_q: 39.5430 | epsilon: 0.05 | reward: -62 | avg time per epoch: 0:00:12 | time elapsed: 20:25:55 | 
loss: 1.4449 | epoch: 5815/20000 | score: 76 | time left: 2 days, 1:51:04 | avg_q: 41.3440 | epsilon: 0.05 | reward: -63 | avg time per epoch: 0:00:12 | time elapsed: 20:26:04 | 
loss: 0.8026 | epoch: 5816/20000 | score: 277 | time left: 2 days, 1:51:27 | avg_q: 39.8703 | epsilon: 0.05 | reward: 44 | avg time per epoch: 0:00:12 | time elapsed: 20:26:31 | 
loss: 1.0193 | epoch: 5817/20000 | score: 320 | time left: 2 days, 1:52:00 | avg_q: 40.8007 | epsilon: 0.05 | reward: 66 | avg time per epoch: 0:00:12 | time elapsed: 20:27:03 | 
loss: 0.5936 | epoch: 5818/20000 | score: 51 | time left: 2 days, 1:51:30 | avg_q: 41.0083 | epsilon: 0.05 | reward: -79 | avg time per epoch: 0:00:12 | time elapsed: 20:27:08 | 
loss: 4.9131 | epoch: 5819/20000 | score: 103 | time left: 2 days, 1:51:14 | avg_q: 40.2370 | epsilon: 0.05 | reward: -46 | avg time per epoch: 0:00:12 | time elapsed: 20:27:20 | 
loss: 0.6407 | epoch: 5820/20000 | score: 209 | time left: 2 days, 1:51:23 | avg_q: 41.4704 | epsilon: 0.05 | reward: 10 | avg time per epoch: 0:00:12 | time elapsed: 20:27:41 | 
loss: 0.6790 | epoch: 5821/20000 | score: 70 | time left: 2 days, 1:50:58 | avg_q: 42.4738 | epsilon: 0.05 | reward: -65 | avg time per epoch: 0:00:12 | time elapsed: 20:27:49 | 
loss: 0.7695 | epoch: 5822/20000 | score: 379 | time left: 2 days, 1:51:43 | avg_q: 40.2387 | epsilon: 0.05 | reward: 91 | avg time per epoch: 0:00:12 | time elapsed: 20:28:25 | 
loss: 5.5887 | epoch: 5823/20000 | score: 261 | time left: 2 days, 1:52:04 | avg_q: 42.8239 | epsilon: 0.05 | reward: 42 | avg time per epoch: 0:00:12 | time elapsed: 20:28:51 | 
loss: 1.1355 | epoch: 5824/20000 | score: 352 | time left: 2 days, 1:52:42 | avg_q: 40.2947 | epsilon: 0.05 | reward: 83 | avg time per epoch: 0:00:12 | time elapsed: 20:29:25 | 
loss: 5.3730 | epoch: 5825/20000 | score: 111 | time left: 2 days, 1:52:28 | avg_q: 44.1584 | epsilon: 0.05 | reward: -44 | avg time per epoch: 0:00:12 | time elapsed: 20:29:37 | 
loss: 2.2682 | epoch: 5826/20000 | score: 67 | time left: 2 days, 1:52:03 | avg_q: 40.1231 | epsilon: 0.05 | reward: -65 | avg time per epoch: 0:00:12 | time elapsed: 20:29:45 | 
loss: 1.9857 | epoch: 5827/20000 | score: 197 | time left: 2 days, 1:52:09 | avg_q: 41.9082 | epsilon: 0.05 | reward: 7 | avg time per epoch: 0:00:12 | time elapsed: 20:30:05 | 
loss: 0.6752 | epoch: 5828/20000 | score: 270 | time left: 2 days, 1:52:31 | avg_q: 41.5750 | epsilon: 0.05 | reward: 41 | avg time per epoch: 0:00:12 | time elapsed: 20:30:32 | 
loss: 0.7897 | epoch: 5829/20000 | score: 77 | time left: 2 days, 1:52:08 | avg_q: 41.9731 | epsilon: 0.05 | reward: -61 | avg time per epoch: 0:00:12 | time elapsed: 20:30:40 | 
loss: 4.7714 | epoch: 5830/20000 | score: 181 | time left: 2 days, 1:52:10 | avg_q: 41.3484 | epsilon: 0.05 | reward: -6 | avg time per epoch: 0:00:12 | time elapsed: 20:30:59 | 
loss: 0.8894 | epoch: 5831/20000 | score: 188 | time left: 2 days, 1:52:14 | avg_q: 42.5262 | epsilon: 0.05 | reward: -2 | avg time per epoch: 0:00:12 | time elapsed: 20:31:19 | 
loss: 1.2570 | epoch: 5832/20000 | score: 144 | time left: 2 days, 1:52:08 | avg_q: 40.0246 | epsilon: 0.05 | reward: -21 | avg time per epoch: 0:00:12 | time elapsed: 20:31:34 | 
loss: 2.0255 | epoch: 5833/20000 | score: 79 | time left: 2 days, 1:51:46 | avg_q: 43.3111 | epsilon: 0.05 | reward: -58 | avg time per epoch: 0:00:12 | time elapsed: 20:31:43 | 
loss: 5.8107 | epoch: 5834/20000 | score: 161 | time left: 2 days, 1:51:44 | avg_q: 41.2556 | epsilon: 0.05 | reward: -14 | avg time per epoch: 0:00:12 | time elapsed: 20:32:00 | 
loss: 1.0048 | epoch: 5835/20000 | score: 216 | time left: 2 days, 1:51:54 | avg_q: 43.6900 | epsilon: 0.05 | reward: 14 | avg time per epoch: 0:00:12 | time elapsed: 20:32:22 | 
loss: 10.1654 | epoch: 5836/20000 | score: 157 | time left: 2 days, 1:51:50 | avg_q: 41.0300 | epsilon: 0.05 | reward: -15 | avg time per epoch: 0:00:12 | time elapsed: 20:32:38 | 
loss: 0.8060 | epoch: 5837/20000 | score: 192 | time left: 2 days, 1:51:55 | avg_q: 42.6101 | epsilon: 0.05 | reward: 3 | avg time per epoch: 0:00:12 | time elapsed: 20:32:58 | 
loss: 5.4857 | epoch: 5838/20000 | score: 125 | time left: 2 days, 1:51:44 | avg_q: 40.8021 | epsilon: 0.05 | reward: -32 | avg time per epoch: 0:00:12 | time elapsed: 20:33:12 | 
loss: 1.2389 | epoch: 5839/20000 | score: 184 | time left: 2 days, 1:51:47 | avg_q: 43.1080 | epsilon: 0.05 | reward: -2 | avg time per epoch: 0:00:12 | time elapsed: 20:33:31 | 
loss: 1.5362 | epoch: 5840/20000 | score: 119 | time left: 2 days, 1:51:35 | avg_q: 40.8790 | epsilon: 0.05 | reward: -39 | avg time per epoch: 0:00:12 | time elapsed: 20:33:44 | 
loss: 0.8767 | epoch: 5841/20000 | score: 173 | time left: 2 days, 1:51:35 | avg_q: 41.9843 | epsilon: 0.05 | reward: -7 | avg time per epoch: 0:00:12 | time elapsed: 20:34:02 | 
loss: 1.2232 | epoch: 5842/20000 | score: 74 | time left: 2 days, 1:51:12 | avg_q: 40.6072 | epsilon: 0.05 | reward: -62 | avg time per epoch: 0:00:12 | time elapsed: 20:34:10 | 
loss: 0.8659 | epoch: 5843/20000 | score: 82 | time left: 2 days, 1:50:51 | avg_q: 42.1522 | epsilon: 0.05 | reward: -57 | avg time per epoch: 0:00:12 | time elapsed: 20:34:19 | 
loss: 5.3496 | epoch: 5844/20000 | score: 186 | time left: 2 days, 1:50:54 | avg_q: 39.3232 | epsilon: 0.05 | reward: -3 | avg time per epoch: 0:00:12 | time elapsed: 20:34:38 | 
loss: 2.1797 | epoch: 5845/20000 | score: 204 | time left: 2 days, 1:51:01 | avg_q: 40.9251 | epsilon: 0.05 | reward: 8 | avg time per epoch: 0:00:12 | time elapsed: 20:34:59 | 
loss: 0.4927 | epoch: 5846/20000 | score: 192 | time left: 2 days, 1:51:06 | avg_q: 41.6294 | epsilon: 0.05 | reward: 3 | avg time per epoch: 0:00:12 | time elapsed: 20:35:19 | 
loss: 0.7833 | epoch: 5847/20000 | score: 74 | time left: 2 days, 1:50:43 | avg_q: 41.3782 | epsilon: 0.05 | reward: -62 | avg time per epoch: 0:00:12 | time elapsed: 20:35:27 | 
loss: 0.3773 | epoch: 5848/20000 | score: 62 | time left: 2 days, 1:50:16 | avg_q: 41.2249 | epsilon: 0.05 | reward: -68 | avg time per epoch: 0:00:12 | time elapsed: 20:35:34 | 
loss: 0.6551 | epoch: 5849/20000 | score: 200 | time left: 2 days, 1:50:23 | avg_q: 41.4677 | epsilon: 0.05 | reward: 8 | avg time per epoch: 0:00:12 | time elapsed: 20:35:55 | 
loss: 0.4974 | epoch: 5850/20000 | score: 125 | time left: 2 days, 1:50:12 | avg_q: 41.0298 | epsilon: 0.05 | reward: -32 | avg time per epoch: 0:00:12 | time elapsed: 20:36:08 | 
loss: 0.7718 | epoch: 5851/20000 | score: 282 | time left: 2 days, 1:50:36 | avg_q: 41.6953 | epsilon: 0.05 | reward: 49 | avg time per epoch: 0:00:12 | time elapsed: 20:36:36 | 
loss: 0.5408 | epoch: 5852/20000 | score: 233 | time left: 2 days, 1:50:50 | avg_q: 40.8255 | epsilon: 0.05 | reward: 19 | avg time per epoch: 0:00:12 | time elapsed: 20:37:00 | 
loss: 5.0200 | epoch: 5853/20000 | score: 43 | time left: 2 days, 1:50:19 | avg_q: 42.1987 | epsilon: 0.05 | reward: -82 | avg time per epoch: 0:00:12 | time elapsed: 20:37:05 | 
loss: 5.3669 | epoch: 5854/20000 | score: 272 | time left: 2 days, 1:50:40 | avg_q: 39.6771 | epsilon: 0.05 | reward: 41 | avg time per epoch: 0:00:12 | time elapsed: 20:37:32 | 
loss: 1.6932 | epoch: 5855/20000 | score: 139 | time left: 2 days, 1:50:33 | avg_q: 42.5540 | epsilon: 0.05 | reward: -27 | avg time per epoch: 0:00:12 | time elapsed: 20:37:47 | 
loss: 5.3456 | epoch: 5856/20000 | score: 101 | time left: 2 days, 1:50:16 | avg_q: 40.1798 | epsilon: 0.05 | reward: -48 | avg time per epoch: 0:00:12 | time elapsed: 20:37:58 | 
loss: 9.1963 | epoch: 5857/20000 | score: 142 | time left: 2 days, 1:50:09 | avg_q: 43.6832 | epsilon: 0.05 | reward: -25 | avg time per epoch: 0:00:12 | time elapsed: 20:38:13 | 
loss: 2.2790 | epoch: 5858/20000 | score: 273 | time left: 2 days, 1:50:31 | avg_q: 41.3022 | epsilon: 0.05 | reward: 46 | avg time per epoch: 0:00:12 | time elapsed: 20:38:40 | 
loss: 5.3100 | epoch: 5859/20000 | score: 88 | time left: 2 days, 1:50:12 | avg_q: 41.5917 | epsilon: 0.05 | reward: -54 | avg time per epoch: 0:00:12 | time elapsed: 20:38:50 | 
loss: 4.8715 | epoch: 5860/20000 | score: 231 | time left: 2 days, 1:50:25 | avg_q: 41.2314 | epsilon: 0.05 | reward: 22 | avg time per epoch: 0:00:12 | time elapsed: 20:39:13 | 
loss: 0.7192 | epoch: 5861/20000 | score: 57 | time left: 2 days, 1:49:58 | avg_q: 42.1271 | epsilon: 0.05 | reward: -74 | avg time per epoch: 0:00:12 | time elapsed: 20:39:20 | 
loss: 0.7795 | epoch: 5862/20000 | score: 308 | time left: 2 days, 1:50:28 | avg_q: 41.1295 | epsilon: 0.05 | reward: 60 | avg time per epoch: 0:00:12 | time elapsed: 20:39:50 | 
loss: 5.1322 | epoch: 5863/20000 | score: 178 | time left: 2 days, 1:50:29 | avg_q: 42.2271 | epsilon: 0.05 | reward: -7 | avg time per epoch: 0:00:12 | time elapsed: 20:40:09 | 
loss: 0.8349 | epoch: 5864/20000 | score: 282 | time left: 2 days, 1:50:53 | avg_q: 40.2507 | epsilon: 0.05 | reward: 48 | avg time per epoch: 0:00:12 | time elapsed: 20:40:36 | 
loss: 5.4919 | epoch: 5865/20000 | score: 107 | time left: 2 days, 1:50:37 | avg_q: 42.1879 | epsilon: 0.05 | reward: -45 | avg time per epoch: 0:00:12 | time elapsed: 20:40:48 | 
loss: 0.8260 | epoch: 5866/20000 | score: 272 | time left: 2 days, 1:50:59 | avg_q: 40.1975 | epsilon: 0.05 | reward: 41 | avg time per epoch: 0:00:12 | time elapsed: 20:41:15 | 
loss: 5.7035 | epoch: 5867/20000 | score: 189 | time left: 2 days, 1:51:03 | avg_q: 42.4597 | epsilon: 0.05 | reward: -6 | avg time per epoch: 0:00:12 | time elapsed: 20:41:34 | 
loss: 1.0614 | epoch: 5868/20000 | score: 217 | time left: 2 days, 1:51:13 | avg_q: 40.8121 | epsilon: 0.05 | reward: 11 | avg time per epoch: 0:00:12 | time elapsed: 20:41:57 | 
loss: 9.2970 | epoch: 5869/20000 | score: 200 | time left: 2 days, 1:51:19 | avg_q: 43.8696 | epsilon: 0.05 | reward: 6 | avg time per epoch: 0:00:12 | time elapsed: 20:42:17 | 
loss: 2.5899 | epoch: 5870/20000 | score: 238 | time left: 2 days, 1:51:34 | avg_q: 40.5776 | epsilon: 0.05 | reward: 24 | avg time per epoch: 0:00:12 | time elapsed: 20:42:41 | 
loss: 9.2266 | epoch: 5871/20000 | score: 228 | time left: 2 days, 1:51:46 | avg_q: 41.0896 | epsilon: 0.05 | reward: 21 | avg time per epoch: 0:00:12 | time elapsed: 20:43:04 | 
loss: 0.8015 | epoch: 5872/20000 | score: 121 | time left: 2 days, 1:51:34 | avg_q: 40.9800 | epsilon: 0.05 | reward: -33 | avg time per epoch: 0:00:12 | time elapsed: 20:43:17 | 
loss: 0.5280 | epoch: 5873/20000 | score: 225 | time left: 2 days, 1:51:46 | avg_q: 41.8563 | epsilon: 0.05 | reward: 18 | avg time per epoch: 0:00:12 | time elapsed: 20:43:40 | 
loss: 1.0152 | epoch: 5874/20000 | score: 256 | time left: 2 days, 1:52:04 | avg_q: 39.2834 | epsilon: 0.05 | reward: 38 | avg time per epoch: 0:00:12 | time elapsed: 20:44:06 | 
loss: 1.9359 | epoch: 5875/20000 | score: 277 | time left: 2 days, 1:52:27 | avg_q: 43.3785 | epsilon: 0.05 | reward: 45 | avg time per epoch: 0:00:12 | time elapsed: 20:44:33 | 
loss: 6.6814 | epoch: 5876/20000 | score: 227 | time left: 2 days, 1:52:39 | avg_q: 40.1762 | epsilon: 0.05 | reward: 20 | avg time per epoch: 0:00:12 | time elapsed: 20:44:56 | 
loss: 0.9835 | epoch: 5877/20000 | score: 158 | time left: 2 days, 1:52:36 | avg_q: 41.6616 | epsilon: 0.05 | reward: -15 | avg time per epoch: 0:00:12 | time elapsed: 20:45:13 | 
loss: 0.7203 | epoch: 5878/20000 | score: 165 | time left: 2 days, 1:52:34 | avg_q: 39.9342 | epsilon: 0.05 | reward: -14 | avg time per epoch: 0:00:12 | time elapsed: 20:45:30 | 
loss: 1.2304 | epoch: 5879/20000 | score: 297 | time left: 2 days, 1:53:01 | avg_q: 41.4010 | epsilon: 0.05 | reward: 54 | avg time per epoch: 0:00:12 | time elapsed: 20:45:59 | 
loss: 0.6913 | epoch: 5880/20000 | score: 294 | time left: 2 days, 1:53:27 | avg_q: 40.7873 | epsilon: 0.05 | reward: 51 | avg time per epoch: 0:00:12 | time elapsed: 20:46:28 | 
loss: 9.0852 | epoch: 5881/20000 | score: 254 | time left: 2 days, 1:53:45 | avg_q: 41.5993 | epsilon: 0.05 | reward: 34 | avg time per epoch: 0:00:12 | time elapsed: 20:46:54 | 
loss: 0.4555 | epoch: 5882/20000 | score: 135 | time left: 2 days, 1:53:37 | avg_q: 40.9607 | epsilon: 0.05 | reward: -29 | avg time per epoch: 0:00:12 | time elapsed: 20:47:08 | 
loss: 0.6784 | epoch: 5883/20000 | score: 94 | time left: 2 days, 1:53:18 | avg_q: 42.1387 | epsilon: 0.05 | reward: -52 | avg time per epoch: 0:00:12 | time elapsed: 20:47:19 | 
loss: 5.6325 | epoch: 5884/20000 | score: 53 | time left: 2 days, 1:52:50 | avg_q: 40.4876 | epsilon: 0.05 | reward: -74 | avg time per epoch: 0:00:12 | time elapsed: 20:47:25 | 
loss: 1.0581 | epoch: 5885/20000 | score: 243 | time left: 2 days, 1:53:06 | avg_q: 43.4368 | epsilon: 0.05 | reward: 23 | avg time per epoch: 0:00:12 | time elapsed: 20:47:49 | 
loss: 2.5378 | epoch: 5886/20000 | score: 235 | time left: 2 days, 1:53:19 | avg_q: 40.7715 | epsilon: 0.05 | reward: 25 | avg time per epoch: 0:00:12 | time elapsed: 20:48:13 | 
