loss: No train | epoch: 1/20000 | score: 51 | time left: 17:06:22 | avg_q: 0.0324 | epsilon: 1.0 | reward: -95 | avg time per epoch: 0:00:03 | time elapsed: 0:00:03 | 
loss: 0.5099 | epoch: 78/20000 | score: 42 | time left: 1 day, 7:22:09 | avg_q: 3.8794 | epsilon: 0.96 | reward: -93 | avg time per epoch: 0:00:05 | time elapsed: 0:07:22 | 
loss: 16.1899 | epoch: 79/20000 | score: 51 | time left: 1 day, 7:23:29 | avg_q: 2.5919 | epsilon: 0.96 | reward: -91 | avg time per epoch: 0:00:05 | time elapsed: 0:07:28 | 
loss: 10.2269 | epoch: 80/20000 | score: 54 | time left: 1 day, 7:25:35 | avg_q: 3.3876 | epsilon: 0.96 | reward: -88 | avg time per epoch: 0:00:05 | time elapsed: 0:07:34 | 
loss: 4.0381 | epoch: 81/20000 | score: 73 | time left: 1 day, 7:35:46 | avg_q: 4.4921 | epsilon: 0.96 | reward: -77 | avg time per epoch: 0:00:05 | time elapsed: 0:07:42 | 
loss: 6.9559 | epoch: 82/20000 | score: 57 | time left: 1 day, 7:39:34 | avg_q: 3.8095 | epsilon: 0.96 | reward: -86 | avg time per epoch: 0:00:05 | time elapsed: 0:07:49 | 
loss: 6.9392 | epoch: 83/20000 | score: 98 | time left: 1 day, 7:59:36 | avg_q: 4.7778 | epsilon: 0.96 | reward: -70 | avg time per epoch: 0:00:05 | time elapsed: 0:07:59 | 
loss: 10.2244 | epoch: 84/20000 | score: 43 | time left: 1 day, 7:56:22 | avg_q: 2.8382 | epsilon: 0.96 | reward: -90 | avg time per epoch: 0:00:05 | time elapsed: 0:08:04 | 
loss: 10.9038 | epoch: 85/20000 | score: 42 | time left: 1 day, 7:53:11 | avg_q: 3.9912 | epsilon: 0.96 | reward: -90 | avg time per epoch: 0:00:05 | time elapsed: 0:08:09 | 
loss: 0.3779 | epoch: 86/20000 | score: 42 | time left: 1 day, 7:49:59 | avg_q: 4.0963 | epsilon: 0.96 | reward: -96 | avg time per epoch: 0:00:05 | time elapsed: 0:08:14 | 
loss: 3.5262 | epoch: 87/20000 | score: 42 | time left: 1 day, 7:46:42 | avg_q: 3.9922 | epsilon: 0.96 | reward: -89 | avg time per epoch: 0:00:05 | time elapsed: 0:08:19 | 
loss: 0.5200 | epoch: 88/20000 | score: 52 | time left: 1 day, 7:47:34 | avg_q: 4.2142 | epsilon: 0.96 | reward: -85 | avg time per epoch: 0:00:05 | time elapsed: 0:08:25 | 
loss: 3.5012 | epoch: 89/20000 | score: 42 | time left: 1 day, 7:44:30 | avg_q: 3.6960 | epsilon: 0.96 | reward: -92 | avg time per epoch: 0:00:05 | time elapsed: 0:08:30 | 
loss: 6.7601 | epoch: 90/20000 | score: 42 | time left: 1 day, 7:41:26 | avg_q: 4.2973 | epsilon: 0.96 | reward: -90 | avg time per epoch: 0:00:05 | time elapsed: 0:08:35 | 
loss: 6.8815 | epoch: 91/20000 | score: 42 | time left: 1 day, 7:38:26 | avg_q: 4.1528 | epsilon: 0.96 | reward: -93 | avg time per epoch: 0:00:05 | time elapsed: 0:08:40 | 
loss: 6.6851 | epoch: 92/20000 | score: 42 | time left: 1 day, 7:35:30 | avg_q: 4.3004 | epsilon: 0.96 | reward: -89 | avg time per epoch: 0:00:05 | time elapsed: 0:08:45 | 
loss: 0.2794 | epoch: 93/20000 | score: 42 | time left: 1 day, 7:32:35 | avg_q: 3.8079 | epsilon: 0.95 | reward: -88 | avg time per epoch: 0:00:05 | time elapsed: 0:08:50 | 
loss: 0.4138 | epoch: 94/20000 | score: 42 | time left: 1 day, 7:29:48 | avg_q: 4.6555 | epsilon: 0.95 | reward: -89 | avg time per epoch: 0:00:05 | time elapsed: 0:08:55 | 
loss: 3.7247 | epoch: 95/20000 | score: 42 | time left: 1 day, 7:27:19 | avg_q: 3.1237 | epsilon: 0.95 | reward: -85 | avg time per epoch: 0:00:05 | time elapsed: 0:09:00 | 
loss: 4.2376 | epoch: 96/20000 | score: 42 | time left: 1 day, 7:24:59 | avg_q: 4.5557 | epsilon: 0.95 | reward: -89 | avg time per epoch: 0:00:05 | time elapsed: 0:09:05 | 
