loss: No train | epoch: 1/20000 | score: 51 | time left: 17:06:22 | avg_q: 0.0324 | epsilon: 1.0 | reward: -95 | avg time per epoch: 0:00:03 | time elapsed: 0:00:03 | 
loss: 1.0293 | epoch: 4801/20000 | score: 175 | time left: 2 days, 22:49:27 | avg_q: 18.5018 | epsilon: 0.05 | reward: 3 | avg time per epoch: 0:00:16 | time elapsed: 22:22:12 | 
loss: 4.7036 | epoch: 4802/20000 | score: 450 | time left: 2 days, 22:50:31 | avg_q: 16.3476 | epsilon: 0.05 | reward: 140 | avg time per epoch: 0:00:16 | time elapsed: 22:22:54 | 
loss: 2.7914 | epoch: 4803/20000 | score: 114 | time left: 2 days, 22:50:00 | avg_q: 18.5780 | epsilon: 0.05 | reward: -35 | avg time per epoch: 0:00:16 | time elapsed: 22:23:07 | 
loss: 1.6985 | epoch: 4804/20000 | score: 111 | time left: 2 days, 22:49:28 | avg_q: 16.2065 | epsilon: 0.05 | reward: -39 | avg time per epoch: 0:00:16 | time elapsed: 22:23:19 | 
loss: 2.0173 | epoch: 4805/20000 | score: 397 | time left: 2 days, 22:50:17 | avg_q: 18.8232 | epsilon: 0.05 | reward: 110 | avg time per epoch: 0:00:16 | time elapsed: 22:23:56 | 
loss: 0.9250 | epoch: 4806/20000 | score: 432 | time left: 2 days, 22:51:15 | avg_q: 17.1307 | epsilon: 0.05 | reward: 133 | avg time per epoch: 0:00:16 | time elapsed: 22:24:37 | 
loss: 1.1117 | epoch: 4807/20000 | score: 600 | time left: 2 days, 22:52:53 | avg_q: 18.3702 | epsilon: 0.05 | reward: 215 | avg time per epoch: 0:00:16 | time elapsed: 22:25:30 | 
loss: 0.8192 | epoch: 4808/20000 | score: 527 | time left: 2 days, 22:54:14 | avg_q: 17.5333 | epsilon: 0.05 | reward: 183 | avg time per epoch: 0:00:16 | time elapsed: 22:26:18 | 
loss: 0.7303 | epoch: 4809/20000 | score: 138 | time left: 2 days, 22:53:51 | avg_q: 18.5946 | epsilon: 0.05 | reward: -26 | avg time per epoch: 0:00:16 | time elapsed: 22:26:33 | 
loss: 0.9730 | epoch: 4810/20000 | score: 302 | time left: 2 days, 22:54:15 | avg_q: 17.2131 | epsilon: 0.05 | reward: 67 | avg time per epoch: 0:00:16 | time elapsed: 22:27:02 | 
loss: 3.3902 | epoch: 4811/20000 | score: 51 | time left: 2 days, 22:53:24 | avg_q: 18.7422 | epsilon: 0.05 | reward: -77 | avg time per epoch: 0:00:16 | time elapsed: 22:27:08 | 
loss: 1.1171 | epoch: 4812/20000 | score: 78 | time left: 2 days, 22:52:41 | avg_q: 17.1407 | epsilon: 0.05 | reward: -59 | avg time per epoch: 0:00:16 | time elapsed: 22:27:17 | 
loss: 1.6718 | epoch: 4813/20000 | score: 222 | time left: 2 days, 22:52:42 | avg_q: 18.8117 | epsilon: 0.05 | reward: 19 | avg time per epoch: 0:00:16 | time elapsed: 22:27:39 | 
loss: 1.7495 | epoch: 4814/20000 | score: 222 | time left: 2 days, 22:52:44 | avg_q: 16.3110 | epsilon: 0.05 | reward: 22 | avg time per epoch: 0:00:16 | time elapsed: 22:28:02 | 
loss: 2.3461 | epoch: 4815/20000 | score: 242 | time left: 2 days, 22:52:51 | avg_q: 18.3981 | epsilon: 0.05 | reward: 28 | avg time per epoch: 0:00:16 | time elapsed: 22:28:26 | 
loss: 6.7436 | epoch: 4816/20000 | score: 133 | time left: 2 days, 22:52:26 | avg_q: 15.4425 | epsilon: 0.05 | reward: -31 | avg time per epoch: 0:00:16 | time elapsed: 22:28:40 | 
loss: 2.5543 | epoch: 4817/20000 | score: 217 | time left: 2 days, 22:52:26 | avg_q: 17.4033 | epsilon: 0.05 | reward: 25 | avg time per epoch: 0:00:16 | time elapsed: 22:29:03 | 
loss: 1.1036 | epoch: 4818/20000 | score: 292 | time left: 2 days, 22:52:47 | avg_q: 15.2829 | epsilon: 0.05 | reward: 58 | avg time per epoch: 0:00:16 | time elapsed: 22:29:31 | 
loss: 2.0419 | epoch: 4819/20000 | score: 722 | time left: 2 days, 22:54:52 | avg_q: 18.0064 | epsilon: 0.05 | reward: 263 | avg time per epoch: 0:00:16 | time elapsed: 22:30:33 | 
loss: 1.6298 | epoch: 4820/20000 | score: 205 | time left: 2 days, 22:54:49 | avg_q: 15.9250 | epsilon: 0.05 | reward: 16 | avg time per epoch: 0:00:16 | time elapsed: 22:30:54 | 
loss: 10.6078 | epoch: 4821/20000 | score: 52 | time left: 2 days, 22:53:58 | avg_q: 16.7293 | epsilon: 0.05 | reward: -71 | avg time per epoch: 0:00:16 | time elapsed: 22:31:00 | 
loss: 1.5400 | epoch: 4822/20000 | score: 70 | time left: 2 days, 22:53:14 | avg_q: 15.1258 | epsilon: 0.05 | reward: -65 | avg time per epoch: 0:00:16 | time elapsed: 22:31:08 | 
loss: 1.9539 | epoch: 4823/20000 | score: 450 | time left: 2 days, 22:54:16 | avg_q: 17.6700 | epsilon: 0.05 | reward: 134 | avg time per epoch: 0:00:16 | time elapsed: 22:31:50 | 
loss: 4.8997 | epoch: 4824/20000 | score: 216 | time left: 2 days, 22:54:15 | avg_q: 16.1026 | epsilon: 0.05 | reward: 24 | avg time per epoch: 0:00:16 | time elapsed: 22:32:12 | 
loss: 1.3149 | epoch: 4825/20000 | score: 225 | time left: 2 days, 22:54:17 | avg_q: 17.7124 | epsilon: 0.05 | reward: 29 | avg time per epoch: 0:00:16 | time elapsed: 22:32:35 | 
loss: 3.4157 | epoch: 4826/20000 | score: 117 | time left: 2 days, 22:53:48 | avg_q: 15.6304 | epsilon: 0.05 | reward: -35 | avg time per epoch: 0:00:16 | time elapsed: 22:32:48 | 
loss: 2.1098 | epoch: 4827/20000 | score: 287 | time left: 2 days, 22:54:07 | avg_q: 17.5840 | epsilon: 0.05 | reward: 58 | avg time per epoch: 0:00:16 | time elapsed: 22:33:16 | 
loss: 1.2395 | epoch: 4828/20000 | score: 64 | time left: 2 days, 22:53:20 | avg_q: 15.6782 | epsilon: 0.05 | reward: -72 | avg time per epoch: 0:00:16 | time elapsed: 22:33:24 | 
loss: 1.7295 | epoch: 4829/20000 | score: 123 | time left: 2 days, 22:52:52 | avg_q: 17.0231 | epsilon: 0.05 | reward: -34 | avg time per epoch: 0:00:16 | time elapsed: 22:33:37 | 
loss: 1.5944 | epoch: 4830/20000 | score: 201 | time left: 2 days, 22:52:47 | avg_q: 14.8992 | epsilon: 0.05 | reward: 7 | avg time per epoch: 0:00:16 | time elapsed: 22:33:57 | 
loss: 1.5338 | epoch: 4831/20000 | score: 42 | time left: 2 days, 22:51:53 | avg_q: 16.3230 | epsilon: 0.05 | reward: -80 | avg time per epoch: 0:00:16 | time elapsed: 22:34:02 | 
loss: 1.2211 | epoch: 4832/20000 | score: 254 | time left: 2 days, 22:52:04 | avg_q: 14.6237 | epsilon: 0.05 | reward: 35 | avg time per epoch: 0:00:16 | time elapsed: 22:34:28 | 
loss: 1.2193 | epoch: 4833/20000 | score: 498 | time left: 2 days, 22:53:17 | avg_q: 15.8720 | epsilon: 0.05 | reward: 166 | avg time per epoch: 0:00:16 | time elapsed: 22:35:13 | 
loss: 1.0181 | epoch: 4834/20000 | score: 197 | time left: 2 days, 22:53:11 | avg_q: 14.1501 | epsilon: 0.05 | reward: 10 | avg time per epoch: 0:00:16 | time elapsed: 22:35:34 | 
loss: 1.7770 | epoch: 4835/20000 | score: 585 | time left: 2 days, 22:54:45 | avg_q: 16.4807 | epsilon: 0.05 | reward: 205 | avg time per epoch: 0:00:16 | time elapsed: 22:36:26 | 
loss: 1.9025 | epoch: 4836/20000 | score: 384 | time left: 2 days, 22:55:29 | avg_q: 14.5129 | epsilon: 0.05 | reward: 112 | avg time per epoch: 0:00:16 | time elapsed: 22:37:02 | 
loss: 2.7940 | epoch: 4837/20000 | score: 293 | time left: 2 days, 22:55:51 | avg_q: 16.0001 | epsilon: 0.05 | reward: 64 | avg time per epoch: 0:00:16 | time elapsed: 22:37:31 | 
loss: 0.9189 | epoch: 4838/20000 | score: 528 | time left: 2 days, 22:57:10 | avg_q: 14.2456 | epsilon: 0.05 | reward: 183 | avg time per epoch: 0:00:16 | time elapsed: 22:38:19 | 
loss: 2.1141 | epoch: 4839/20000 | score: 387 | time left: 2 days, 22:57:56 | avg_q: 16.2997 | epsilon: 0.05 | reward: 107 | avg time per epoch: 0:00:16 | time elapsed: 22:38:56 | 
loss: 1.5344 | epoch: 4840/20000 | score: 142 | time left: 2 days, 22:57:34 | avg_q: 14.3820 | epsilon: 0.05 | reward: -20 | avg time per epoch: 0:00:16 | time elapsed: 22:39:11 | 
loss: 1.0636 | epoch: 4841/20000 | score: 112 | time left: 2 days, 22:57:02 | avg_q: 15.3571 | epsilon: 0.05 | reward: -40 | avg time per epoch: 0:00:16 | time elapsed: 22:39:23 | 
loss: 2.2461 | epoch: 4842/20000 | score: 374 | time left: 2 days, 22:57:46 | avg_q: 15.1335 | epsilon: 0.05 | reward: 105 | avg time per epoch: 0:00:16 | time elapsed: 22:39:59 | 
loss: 1.4125 | epoch: 4843/20000 | score: 527 | time left: 2 days, 22:59:06 | avg_q: 15.7457 | epsilon: 0.05 | reward: 180 | avg time per epoch: 0:00:16 | time elapsed: 22:40:47 | 
loss: 1.8348 | epoch: 4844/20000 | score: 60 | time left: 2 days, 22:58:18 | avg_q: 13.3972 | epsilon: 0.05 | reward: -72 | avg time per epoch: 0:00:16 | time elapsed: 22:40:54 | 
loss: 2.5068 | epoch: 4845/20000 | score: 76 | time left: 2 days, 22:57:35 | avg_q: 15.3256 | epsilon: 0.05 | reward: -64 | avg time per epoch: 0:00:16 | time elapsed: 22:41:02 | 
loss: 1.2275 | epoch: 4846/20000 | score: 104 | time left: 2 days, 22:57:02 | avg_q: 14.4275 | epsilon: 0.05 | reward: -41 | avg time per epoch: 0:00:16 | time elapsed: 22:41:14 | 
loss: 0.8890 | epoch: 4847/20000 | score: 50 | time left: 2 days, 22:56:10 | avg_q: 15.5048 | epsilon: 0.05 | reward: -74 | avg time per epoch: 0:00:16 | time elapsed: 22:41:20 | 
loss: 1.2732 | epoch: 4848/20000 | score: 229 | time left: 2 days, 22:56:14 | avg_q: 13.8818 | epsilon: 0.05 | reward: 22 | avg time per epoch: 0:00:16 | time elapsed: 22:41:43 | 
loss: 1.5722 | epoch: 4849/20000 | score: 99 | time left: 2 days, 22:55:38 | avg_q: 15.9912 | epsilon: 0.05 | reward: -41 | avg time per epoch: 0:00:16 | time elapsed: 22:41:54 | 
loss: 4.9553 | epoch: 4850/20000 | score: 197 | time left: 2 days, 22:55:32 | avg_q: 13.3355 | epsilon: 0.05 | reward: 8 | avg time per epoch: 0:00:16 | time elapsed: 22:42:14 | 
loss: 2.2983 | epoch: 4851/20000 | score: 404 | time left: 2 days, 22:56:22 | avg_q: 15.5370 | epsilon: 0.05 | reward: 119 | avg time per epoch: 0:00:16 | time elapsed: 22:42:53 | 
loss: 1.2437 | epoch: 4852/20000 | score: 252 | time left: 2 days, 22:56:32 | avg_q: 14.0444 | epsilon: 0.05 | reward: 37 | avg time per epoch: 0:00:16 | time elapsed: 22:43:18 | 
loss: 2.8670 | epoch: 4853/20000 | score: 142 | time left: 2 days, 22:56:10 | avg_q: 17.2694 | epsilon: 0.05 | reward: -23 | avg time per epoch: 0:00:16 | time elapsed: 22:43:33 | 
loss: 1.4049 | epoch: 4854/20000 | score: 42 | time left: 2 days, 22:55:16 | avg_q: 14.8462 | epsilon: 0.05 | reward: -80 | avg time per epoch: 0:00:16 | time elapsed: 22:43:38 | 
loss: 6.7662 | epoch: 4855/20000 | score: 595 | time left: 2 days, 22:56:52 | avg_q: 16.7456 | epsilon: 0.05 | reward: 208 | avg time per epoch: 0:00:16 | time elapsed: 22:44:31 | 
loss: 1.2646 | epoch: 4856/20000 | score: 148 | time left: 2 days, 22:56:31 | avg_q: 15.0332 | epsilon: 0.05 | reward: -24 | avg time per epoch: 0:00:16 | time elapsed: 22:44:47 | 
loss: 1.6263 | epoch: 4857/20000 | score: 367 | time left: 2 days, 22:57:12 | avg_q: 17.4713 | epsilon: 0.05 | reward: 97 | avg time per epoch: 0:00:16 | time elapsed: 22:45:22 | 
loss: 3.5797 | epoch: 4858/20000 | score: 258 | time left: 2 days, 22:57:23 | avg_q: 14.4308 | epsilon: 0.05 | reward: 38 | avg time per epoch: 0:00:16 | time elapsed: 22:45:48 | 
loss: 2.2837 | epoch: 4859/20000 | score: 79 | time left: 2 days, 22:56:41 | avg_q: 16.0823 | epsilon: 0.05 | reward: -56 | avg time per epoch: 0:00:16 | time elapsed: 22:45:57 | 
loss: 5.7888 | epoch: 4860/20000 | score: 250 | time left: 2 days, 22:56:50 | avg_q: 14.0909 | epsilon: 0.05 | reward: 38 | avg time per epoch: 0:00:16 | time elapsed: 22:46:22 | 
loss: 1.0877 | epoch: 4861/20000 | score: 59 | time left: 2 days, 22:56:02 | avg_q: 15.1040 | epsilon: 0.05 | reward: -68 | avg time per epoch: 0:00:16 | time elapsed: 22:46:29 | 
loss: 0.9674 | epoch: 4862/20000 | score: 73 | time left: 2 days, 22:55:19 | avg_q: 14.4346 | epsilon: 0.05 | reward: -62 | avg time per epoch: 0:00:16 | time elapsed: 22:46:37 | 
loss: 2.8416 | epoch: 4863/20000 | score: 273 | time left: 2 days, 22:55:34 | avg_q: 15.2370 | epsilon: 0.05 | reward: 47 | avg time per epoch: 0:00:16 | time elapsed: 22:47:04 | 
loss: 1.7684 | epoch: 4864/20000 | score: 620 | time left: 2 days, 22:57:14 | avg_q: 14.0322 | epsilon: 0.05 | reward: 222 | avg time per epoch: 0:00:16 | time elapsed: 22:47:59 | 
loss: 0.8253 | epoch: 4865/20000 | score: 601 | time left: 2 days, 22:58:51 | avg_q: 14.3330 | epsilon: 0.05 | reward: 207 | avg time per epoch: 0:00:16 | time elapsed: 22:48:52 | 
loss: 1.1962 | epoch: 4866/20000 | score: 524 | time left: 2 days, 23:00:09 | avg_q: 14.9290 | epsilon: 0.05 | reward: 173 | avg time per epoch: 0:00:16 | time elapsed: 22:49:40 | 
loss: 1.5403 | epoch: 4867/20000 | score: 42 | time left: 2 days, 22:59:15 | avg_q: 15.1950 | epsilon: 0.05 | reward: -80 | avg time per epoch: 0:00:16 | time elapsed: 22:49:45 | 
loss: 0.7347 | epoch: 4868/20000 | score: 255 | time left: 2 days, 22:59:25 | avg_q: 16.4493 | epsilon: 0.05 | reward: 47 | avg time per epoch: 0:00:16 | time elapsed: 22:50:10 | 
loss: 1.1181 | epoch: 4869/20000 | score: 310 | time left: 2 days, 22:59:50 | avg_q: 14.4998 | epsilon: 0.05 | reward: 73 | avg time per epoch: 0:00:16 | time elapsed: 22:50:40 | 
loss: 1.9015 | epoch: 4870/20000 | score: 723 | time left: 2 days, 23:01:53 | avg_q: 16.7882 | epsilon: 0.05 | reward: 265 | avg time per epoch: 0:00:16 | time elapsed: 22:51:42 | 
loss: 2.9365 | epoch: 4871/20000 | score: 126 | time left: 2 days, 23:01:25 | avg_q: 14.9942 | epsilon: 0.05 | reward: -34 | avg time per epoch: 0:00:16 | time elapsed: 22:51:56 | 
loss: 2.9244 | epoch: 4872/20000 | score: 242 | time left: 2 days, 23:01:32 | avg_q: 16.3605 | epsilon: 0.05 | reward: 39 | avg time per epoch: 0:00:16 | time elapsed: 22:52:20 | 
loss: 2.2350 | epoch: 4873/20000 | score: 172 | time left: 2 days, 23:01:18 | avg_q: 13.1281 | epsilon: 0.05 | reward: -2 | avg time per epoch: 0:00:16 | time elapsed: 22:52:38 | 
loss: 2.0946 | epoch: 4874/20000 | score: 302 | time left: 2 days, 23:01:41 | avg_q: 15.5750 | epsilon: 0.05 | reward: 65 | avg time per epoch: 0:00:16 | time elapsed: 22:53:08 | 
loss: 4.2704 | epoch: 4875/20000 | score: 111 | time left: 2 days, 23:01:09 | avg_q: 13.9204 | epsilon: 0.05 | reward: -38 | avg time per epoch: 0:00:16 | time elapsed: 22:53:20 | 
loss: 1.7924 | epoch: 4876/20000 | score: 197 | time left: 2 days, 23:01:03 | avg_q: 14.9421 | epsilon: 0.05 | reward: 11 | avg time per epoch: 0:00:16 | time elapsed: 22:53:40 | 
loss: 0.9943 | epoch: 4877/20000 | score: 120 | time left: 2 days, 23:00:34 | avg_q: 14.2299 | epsilon: 0.05 | reward: -38 | avg time per epoch: 0:00:16 | time elapsed: 22:53:53 | 
loss: 1.4339 | epoch: 4878/20000 | score: 616 | time left: 2 days, 23:02:13 | avg_q: 15.9603 | epsilon: 0.05 | reward: 221 | avg time per epoch: 0:00:16 | time elapsed: 22:54:47 | 
loss: 1.2750 | epoch: 4879/20000 | score: 432 | time left: 2 days, 23:03:09 | avg_q: 14.0920 | epsilon: 0.05 | reward: 130 | avg time per epoch: 0:00:16 | time elapsed: 22:55:28 | 
loss: 1.3646 | epoch: 4880/20000 | score: 179 | time left: 2 days, 23:02:57 | avg_q: 16.6096 | epsilon: 0.05 | reward: 4 | avg time per epoch: 0:00:16 | time elapsed: 22:55:47 | 
loss: 0.9621 | epoch: 4881/20000 | score: 191 | time left: 2 days, 23:02:49 | avg_q: 16.8269 | epsilon: 0.05 | reward: 1 | avg time per epoch: 0:00:16 | time elapsed: 22:56:06 | 
loss: 4.4184 | epoch: 4882/20000 | score: 86 | time left: 2 days, 23:02:10 | avg_q: 16.9788 | epsilon: 0.05 | reward: -52 | avg time per epoch: 0:00:16 | time elapsed: 22:56:16 | 
loss: 1.1546 | epoch: 4883/20000 | score: 344 | time left: 2 days, 23:02:44 | avg_q: 16.1539 | epsilon: 0.05 | reward: 89 | avg time per epoch: 0:00:16 | time elapsed: 22:56:49 | 
loss: 1.2371 | epoch: 4884/20000 | score: 156 | time left: 2 days, 23:02:25 | avg_q: 18.5139 | epsilon: 0.05 | reward: -16 | avg time per epoch: 0:00:16 | time elapsed: 22:57:06 | 
loss: 1.6661 | epoch: 4885/20000 | score: 406 | time left: 2 days, 23:03:14 | avg_q: 16.6391 | epsilon: 0.05 | reward: 119 | avg time per epoch: 0:00:16 | time elapsed: 22:57:44 | 
loss: 1.0100 | epoch: 4886/20000 | score: 191 | time left: 2 days, 23:03:06 | avg_q: 18.2687 | epsilon: 0.05 | reward: 6 | avg time per epoch: 0:00:16 | time elapsed: 22:58:04 | 
loss: 1.5400 | epoch: 4887/20000 | score: 92 | time left: 2 days, 23:02:28 | avg_q: 15.9166 | epsilon: 0.05 | reward: -52 | avg time per epoch: 0:00:16 | time elapsed: 22:58:14 | 
loss: 3.9141 | epoch: 4888/20000 | score: 559 | time left: 2 days, 23:03:54 | avg_q: 18.3695 | epsilon: 0.05 | reward: 191 | avg time per epoch: 0:00:16 | time elapsed: 22:59:04 | 
loss: 2.1512 | epoch: 4889/20000 | score: 42 | time left: 2 days, 23:03:00 | avg_q: 16.1911 | epsilon: 0.05 | reward: -84 | avg time per epoch: 0:00:16 | time elapsed: 22:59:09 | 
loss: 1.4126 | epoch: 4890/20000 | score: 73 | time left: 2 days, 23:02:16 | avg_q: 17.2361 | epsilon: 0.05 | reward: -62 | avg time per epoch: 0:00:16 | time elapsed: 22:59:17 | 
loss: 1.0790 | epoch: 4891/20000 | score: 81 | time left: 2 days, 23:01:35 | avg_q: 16.6658 | epsilon: 0.05 | reward: -53 | avg time per epoch: 0:00:16 | time elapsed: 22:59:26 | 
loss: 1.4708 | epoch: 4892/20000 | score: 61 | time left: 2 days, 23:00:47 | avg_q: 17.0494 | epsilon: 0.05 | reward: -69 | avg time per epoch: 0:00:16 | time elapsed: 22:59:33 | 
loss: 2.7115 | epoch: 4893/20000 | score: 231 | time left: 2 days, 23:00:50 | avg_q: 15.9006 | epsilon: 0.05 | reward: 31 | avg time per epoch: 0:00:16 | time elapsed: 22:59:57 | 
loss: 1.8744 | epoch: 4894/20000 | score: 92 | time left: 2 days, 23:00:13 | avg_q: 16.5255 | epsilon: 0.05 | reward: -52 | avg time per epoch: 0:00:16 | time elapsed: 23:00:07 | 
loss: 0.7122 | epoch: 4895/20000 | score: 647 | time left: 2 days, 23:01:58 | avg_q: 15.5096 | epsilon: 0.05 | reward: 230 | avg time per epoch: 0:00:16 | time elapsed: 23:01:03 | 
loss: 1.5444 | epoch: 4896/20000 | score: 58 | time left: 2 days, 23:01:09 | avg_q: 18.3416 | epsilon: 0.05 | reward: -72 | avg time per epoch: 0:00:16 | time elapsed: 23:01:10 | 
loss: 2.4471 | epoch: 4897/20000 | score: 171 | time left: 2 days, 23:00:56 | avg_q: 14.9637 | epsilon: 0.05 | reward: 3 | avg time per epoch: 0:00:16 | time elapsed: 23:01:28 | 
loss: 1.7945 | epoch: 4898/20000 | score: 164 | time left: 2 days, 23:00:39 | avg_q: 17.8143 | epsilon: 0.05 | reward: -11 | avg time per epoch: 0:00:16 | time elapsed: 23:01:45 | 
loss: 2.9700 | epoch: 4899/20000 | score: 42 | time left: 2 days, 22:59:46 | avg_q: 14.6503 | epsilon: 0.05 | reward: -81 | avg time per epoch: 0:00:16 | time elapsed: 23:01:50 | 
loss: 1.5301 | epoch: 4900/20000 | score: 42 | time left: 2 days, 22:58:52 | avg_q: 16.8906 | epsilon: 0.05 | reward: -81 | avg time per epoch: 0:00:16 | time elapsed: 23:01:55 | 
loss: 1.2004 | epoch: 4901/20000 | score: 79 | time left: 2 days, 22:58:10 | avg_q: 17.9139 | epsilon: 0.05 | reward: -60 | avg time per epoch: 0:00:16 | time elapsed: 23:02:04 | 
loss: 1.8348 | epoch: 4902/20000 | score: 101 | time left: 2 days, 22:57:36 | avg_q: 15.5030 | epsilon: 0.05 | reward: -47 | avg time per epoch: 0:00:16 | time elapsed: 23:02:15 | 
loss: 2.1138 | epoch: 4903/20000 | score: 505 | time left: 2 days, 22:58:49 | avg_q: 18.9078 | epsilon: 0.05 | reward: 174 | avg time per epoch: 0:00:16 | time elapsed: 23:03:01 | 
loss: 3.4308 | epoch: 4904/20000 | score: 349 | time left: 2 days, 22:59:23 | avg_q: 15.8839 | epsilon: 0.05 | reward: 96 | avg time per epoch: 0:00:16 | time elapsed: 23:03:35 | 
loss: 2.4831 | epoch: 4905/20000 | score: 126 | time left: 2 days, 22:58:56 | avg_q: 17.6013 | epsilon: 0.05 | reward: -35 | avg time per epoch: 0:00:16 | time elapsed: 23:03:49 | 
loss: 1.5308 | epoch: 4906/20000 | score: 416 | time left: 2 days, 22:59:48 | avg_q: 15.4509 | epsilon: 0.05 | reward: 126 | avg time per epoch: 0:00:16 | time elapsed: 23:04:28 | 
loss: 2.2247 | epoch: 4907/20000 | score: 114 | time left: 2 days, 22:59:17 | avg_q: 17.5275 | epsilon: 0.05 | reward: -38 | avg time per epoch: 0:00:16 | time elapsed: 23:04:40 | 
loss: 1.5153 | epoch: 4908/20000 | score: 176 | time left: 2 days, 22:59:04 | avg_q: 14.8418 | epsilon: 0.05 | reward: -5 | avg time per epoch: 0:00:16 | time elapsed: 23:04:58 | 
loss: 1.7124 | epoch: 4909/20000 | score: 78 | time left: 2 days, 22:58:22 | avg_q: 16.5466 | epsilon: 0.05 | reward: -56 | avg time per epoch: 0:00:16 | time elapsed: 23:05:07 | 
loss: 0.7765 | epoch: 4910/20000 | score: 670 | time left: 2 days, 23:00:11 | avg_q: 15.7254 | epsilon: 0.05 | reward: 243 | avg time per epoch: 0:00:16 | time elapsed: 23:06:05 | 
loss: 1.2423 | epoch: 4911/20000 | score: 314 | time left: 2 days, 23:00:37 | avg_q: 17.6684 | epsilon: 0.05 | reward: 72 | avg time per epoch: 0:00:16 | time elapsed: 23:06:36 | 
loss: 3.2247 | epoch: 4912/20000 | score: 412 | time left: 2 days, 23:01:27 | avg_q: 15.3163 | epsilon: 0.05 | reward: 122 | avg time per epoch: 0:00:16 | time elapsed: 23:07:15 | 
loss: 2.0504 | epoch: 4913/20000 | score: 122 | time left: 2 days, 23:00:59 | avg_q: 17.8592 | epsilon: 0.05 | reward: -39 | avg time per epoch: 0:00:16 | time elapsed: 23:07:28 | 
loss: 3.1727 | epoch: 4914/20000 | score: 605 | time left: 2 days, 23:02:34 | avg_q: 16.3748 | epsilon: 0.05 | reward: 216 | avg time per epoch: 0:00:16 | time elapsed: 23:08:22 | 
loss: 1.3365 | epoch: 4915/20000 | score: 63 | time left: 2 days, 23:01:47 | avg_q: 17.5699 | epsilon: 0.05 | reward: -71 | avg time per epoch: 0:00:16 | time elapsed: 23:08:29 | 
loss: 1.0361 | epoch: 4916/20000 | score: 437 | time left: 2 days, 23:02:43 | avg_q: 17.6264 | epsilon: 0.05 | reward: 133 | avg time per epoch: 0:00:16 | time elapsed: 23:09:09 | 
loss: 1.4363 | epoch: 4917/20000 | score: 162 | time left: 2 days, 23:02:26 | avg_q: 16.7018 | epsilon: 0.05 | reward: -12 | avg time per epoch: 0:00:16 | time elapsed: 23:09:26 | 
loss: 1.3109 | epoch: 4918/20000 | score: 42 | time left: 2 days, 23:01:32 | avg_q: 19.3521 | epsilon: 0.05 | reward: -84 | avg time per epoch: 0:00:16 | time elapsed: 23:09:31 | 
loss: 3.6297 | epoch: 4919/20000 | score: 173 | time left: 2 days, 23:01:19 | avg_q: 16.9582 | epsilon: 0.05 | reward: 1 | avg time per epoch: 0:00:16 | time elapsed: 23:09:49 | 
loss: 1.8774 | epoch: 4920/20000 | score: 144 | time left: 2 days, 23:00:56 | avg_q: 19.7149 | epsilon: 0.05 | reward: -21 | avg time per epoch: 0:00:16 | time elapsed: 23:10:05 | 
loss: 1.8007 | epoch: 4921/20000 | score: 156 | time left: 2 days, 23:00:38 | avg_q: 21.0801 | epsilon: 0.05 | reward: -12 | avg time per epoch: 0:00:16 | time elapsed: 23:10:21 | 
loss: 2.8037 | epoch: 4922/20000 | score: 131 | time left: 2 days, 23:00:13 | avg_q: 18.1230 | epsilon: 0.05 | reward: -32 | avg time per epoch: 0:00:16 | time elapsed: 23:10:35 | 
loss: 1.9510 | epoch: 4923/20000 | score: 336 | time left: 2 days, 23:00:44 | avg_q: 19.5826 | epsilon: 0.05 | reward: 86 | avg time per epoch: 0:00:16 | time elapsed: 23:11:08 | 
loss: 5.0938 | epoch: 4924/20000 | score: 566 | time left: 2 days, 23:02:10 | avg_q: 18.3509 | epsilon: 0.05 | reward: 192 | avg time per epoch: 0:00:16 | time elapsed: 23:11:59 | 
loss: 1.4766 | epoch: 4925/20000 | score: 665 | time left: 2 days, 23:03:58 | avg_q: 20.1792 | epsilon: 0.05 | reward: 235 | avg time per epoch: 0:00:16 | time elapsed: 23:12:56 | 
loss: 2.5583 | epoch: 4926/20000 | score: 411 | time left: 2 days, 23:04:48 | avg_q: 18.0652 | epsilon: 0.05 | reward: 119 | avg time per epoch: 0:00:16 | time elapsed: 23:13:35 | 
loss: 2.5388 | epoch: 4927/20000 | score: 291 | time left: 2 days, 23:05:07 | avg_q: 21.8480 | epsilon: 0.05 | reward: 62 | avg time per epoch: 0:00:16 | time elapsed: 23:14:04 | 
loss: 2.6226 | epoch: 4928/20000 | score: 288 | time left: 2 days, 23:05:25 | avg_q: 18.9891 | epsilon: 0.05 | reward: 63 | avg time per epoch: 0:00:16 | time elapsed: 23:14:32 | 
loss: 1.8289 | epoch: 4929/20000 | score: 550 | time left: 2 days, 23:06:47 | avg_q: 20.9286 | epsilon: 0.05 | reward: 188 | avg time per epoch: 0:00:16 | time elapsed: 23:15:22 | 
loss: 1.7759 | epoch: 4930/20000 | score: 130 | time left: 2 days, 23:06:21 | avg_q: 18.2945 | epsilon: 0.05 | reward: -29 | avg time per epoch: 0:00:16 | time elapsed: 23:15:36 | 
loss: 1.7342 | epoch: 4931/20000 | score: 42 | time left: 2 days, 23:05:27 | avg_q: 20.5745 | epsilon: 0.05 | reward: -82 | avg time per epoch: 0:00:16 | time elapsed: 23:15:41 | 
